2017/05/24 20:11:19 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/dashboard.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/dashboard.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/"
2017/05/24 20:11:26 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/base.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/base.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *227 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/changelists.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/changelists.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *227 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/core.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/core.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *227 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/jquery/jquery.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/jquery/jquery.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *227 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/jquery.init.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/jquery.init.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *227 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/admin/RelatedObjectLookups.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *235 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/actions.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/actions.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *234 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/urlify.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/urlify.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *233 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/prepopulate.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/prepopulate.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *232 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/xregexp/xregexp.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:26 [error] 969#969: *227 open() "/home/ricardo/PortalJunta/myapp/static/admin/img/search.svg" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/img/search.svg HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/core.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/core.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/jquery/jquery.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/jquery/jquery.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/jquery.init.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/jquery.init.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/admin/RelatedObjectLookups.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/actions.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/actions.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/urlify.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/urlify.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/prepopulate.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/prepopulate.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/xregexp/xregexp.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:27 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/img/search.svg" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/img/search.svg HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/sites/site/"
2017/05/24 20:11:53 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/base.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/base.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/"
2017/05/24 20:11:53 [error] 969#969: *223 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/dashboard.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/dashboard.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/"
2017/05/24 20:14:41 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/base.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/base.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/"
2017/05/24 20:14:41 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/dashboard.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/dashboard.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/"
2017/05/24 20:14:41 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/base.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/base.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/"
2017/05/24 20:14:41 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/dashboard.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/dashboard.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/"
2017/05/24 20:14:46 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/base.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/base.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/changelists.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/changelists.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/core.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/core.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/jquery/jquery.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/jquery/jquery.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/jquery.init.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/jquery.init.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/admin/RelatedObjectLookups.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/actions.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/actions.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/urlify.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/urlify.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *245 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/prepopulate.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/prepopulate.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:46 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/xregexp/xregexp.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:47 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/core.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/core.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:47 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/jquery/jquery.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/jquery/jquery.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:47 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/jquery.init.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/jquery.init.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:47 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/admin/RelatedObjectLookups.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:47 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/actions.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/actions.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:47 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/urlify.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/urlify.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:47 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/prepopulate.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/prepopulate.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:47 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/xregexp/xregexp.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/"
2017/05/24 20:14:51 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/base.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/base.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:51 [error] 969#969: *245 open() "/home/ricardo/PortalJunta/myapp/static/admin/css/forms.css" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/css/forms.css HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/core.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/core.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *245 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/jquery/jquery.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/jquery/jquery.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/jquery.init.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/jquery.init.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *245 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/admin/RelatedObjectLookups.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/actions.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/actions.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *245 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/urlify.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/urlify.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/prepopulate.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/prepopulate.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *245 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/xregexp/xregexp.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *244 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/change_form.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/change_form.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:52 [error] 969#969: *245 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/prepopulate_init.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/prepopulate_init.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/core.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/core.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/jquery/jquery.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/jquery/jquery.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/jquery.init.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/jquery.init.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/admin/RelatedObjectLookups.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/actions.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/actions.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/urlify.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/urlify.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/prepopulate.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/prepopulate.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/vendor/xregexp/xregexp.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/change_form.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/change_form.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:14:53 [error] 969#969: *240 open() "/home/ricardo/PortalJunta/myapp/static/admin/js/prepopulate_init.js" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/admin/js/prepopulate_init.js HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/noticia/3/change/"
2017/05/24 20:21:05 [error] 969#969: *265 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/auth/user/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/auth/user/", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/"
2017/05/24 20:21:11 [crit] 969#969: *265 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/24 20:21:14 [crit] 969#969: *265 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/24 20:21:55 [error] 969#969: *265 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/24 20:23:06 [crit] 969#969: *270 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 01:25:02 [error] 2563#2563: *103 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/opcao/add/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/opcao/add/", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/opcao/add/"
2017/05/25 01:25:08 [crit] 2563#2563: *103 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/opcao/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/opcao/", host: "127.0.0.1"
2017/05/25 01:38:24 [crit] 2563#2563: *139 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/", host: "127.0.0.1"
